sample_id,viability
910,100.2
917,100.9
918,100.9
925,100.5
926,100.2
933,99.8
934,99.8
941,100.6
942,100.6
949,100.2
950,99.8
957,99.7
958,100
965,99.6
966,99
973,97.1
974,96.8
981,97.9
982,100.2
989,100.8
990,99.7
997,100
998,100.2
1005,99.1
1006,98.5
1013,98.7
1014,98.9
1021,98.4
1022,98.4
1029,98.2
1030,100.2
1037,100.3
1038,100.8
1045,98.8
1046,99.5
1062,100.3
1063,100.3
1070,101
1071,100.8
1078,101
1079,100.1
1086,99.9
1087,100.1
1094,100.5
1095,101.1
1102,101.1
1103,101.3
1110,99.1
1111,100.4
1117,99.9
1118,100.5
1125,101.6
1126,101.8
1133,100.9
1134,100.6
1141,100.9
1142,100.9
1149,102.3
1150,102.3
1157,104.4
1158,113.3
1163,103.8
1164,98.1
1169,98.9
1170,108
1175,98.8
1176,101.2
1181,106.8
1182,112.2
1187,102.3
1200,104.6
1192,92.7
1193,100
1198,114.8
1199,112.8
1205,102.8
1206,100
1211,101.4
1212,104.1
1217,116.3
1218,116.3
1223,106.2
1224,108.2
1229,107
1230,102.3
1235,101.5
1236,119.3
1241,235
1242,244.7
1247,108.9
1248,101
1253,116.5
1254,116.5
1259,109.5
1260,107.4
1265,96.9
1266,101
1271,90.8
1272,87.4
1277,75.2
1278,67.3
1283,100
1284,100
1289,97.7
1290,97.7
1295,97.4
1296,99.1
1301,90.2
1302,89.1
1307,104.7
1308,102.6
1313,91.2
1314,89.5
1319,103.3
1320,104.1
1325,102.8
1326,101.7
1331,105.3
1332,103.7
1337,100
1338,101.1
1343,104.9
1344,104.9
1349,93.7
1350,95
1355,121.6
1356,89.2
1361,90.5
1362,92.1
1367,96.1
1368,96.1
1373,62.5
1374,56.6
1379,102
1380,98
1385,94.8
1386,90.8
1391,102.6
1392,100.9
1397,102.3
1398,94.7
1403,125.8
1404,123.6
1409,179.1
1410,183.6
1415,117
1416,110.2
1421,108.9
1422,110.7
1427,106.7
1428,106.7
1433,100
1434,90.4
1439,107.1
1440,107.1
1445,109.8
1446,108.2
1451,110.8
1452,106.2
1456,92.1
1457,88.1
1462,99.4
1463,101.8
1467,77.6
1468,72.8
1472,101.4
1473,99.5
1478,99.4
1479,101.8
1484,99
1485,103.9
1490,111.2
1491,108.9
1496,104.5
1497,107.5
1502,67.6
1503,56.1
1508,104.7
1509,106.5
1514,108.8
1515,105
1520,99.4
1521,98.2
1526,89.3
1527,80
1532,105.1
1533,104.1
1538,82
1539,80.4
1544,99.1
1545,97.2
1550,89.2
1551,89.2
1556,98.9
1557,98.9
1562,72.7
1563,68.8
1568,105.3
1569,102.4
1574,93.2
1575,94.4
1580,112.1
1581,112.1
1588,137.6
1589,155
1594,98.6
1595,99.5
1600,62.7
1601,58.8
1606,83.6
1607,86.8
1613,84.3
1614,73.8
1619,83.4
1620,92
1625,69.7
1626,77.9
1631,105.9
1632,107.3
1637,110.8
1638,112.4
1643,97.3
1644,97.9
1649,104.4
1650,97.4
1655,103.8
1656,103.2
1661,103.7
1662,104.6
1666,100
1667,97.1
1672,101.6
1673,97.4
1678,91.7
1679,93.2
1685,73.1
1686,69.7
1691,116.2
1692,96
1697,77.2
1698,73.9
1703,104.2
1704,110.1
1725,138.7
1707,138.7
1712,105.4
1713,104.8
1749,103.8
1717,102.8
1721,100.3
1722,99.7
1730,102.3
1729,98.5
1735,96.3
1734,100.8
1740,97.3
1741,103.5
1746,96.2
1747,98.7
1871,91.4
1757,98.9
1762,103.1
1763,102
1768,124.8
1769,122.8
1774,106.8
1775,111.8
1780,114.8
1781,116.2
1786,107.4
1787,107.4
1792,101.6
1793,101.6
1798,101.3
1799,106
1804,100.4
1805,101.9
1810,103.5
1811,104
1816,105.7
1817,105.7
1822,106.5
1823,106.5
1828,88.9
1829,96.3
1834,99.3
1835,101
1840,95.5
1841,99.1
1846,102.9
1847,93.3
1852,102.5
1853,97.5
1858,95.5
1859,99.4
1864,53.4
1865,54.6
1869,104.7
1870,102.5
1876,103.2
1877,97.8
1882,105
1883,102.1
1884,103.1
1885,87.5
1890,92.4
1891,89.8
1896,97.8
1897,92.3
1902,95
1903,95
1908,62.7
1909,116.6
1914,109.5
1915,109.5
1920,116.2
1921,104.4
1926,90.5
1927,97.6
1932,115
1933,121.1
1938,111.2
1939,115.6
1944,108.7
1945,104.3
1950,111.7
1951,104.5
1956,114.8
1978,104.9
1960,101.3
1980,106.3
1966,70.1
1967,58.9
1972,106.6
1973,107.1
1985,100.9
1986,104.4
1991,115.2
1992,116.4
1997,136.5
1998,146.3
2003,100.8
2004,99.2
2009,77.5
2010,78.5
2015,98.9
2016,94.8
2021,104.1
2022,104.1
2027,94.2
2028,94.7
2033,101.7
2034,102.9
2041,100.1
2042,100.7
2049,104
2050,104
2057,104.8
2058,102.7
2065,103.5
2071,97.1
2072,108
2079,108
2086,101.9
2087,103
2094,101.1
2095,100.5
2102,100.3
2103,100.5
2110,100.9
2111,100.3
2118,95.8
2119,94.4
2126,55.8
2127,-6.3
2134,99.8
2136,100.2
2149,100.9
2150,101.7
2157,101
2158,101
2165,99.1
2166,100
2173,97.4
2174,100.9
2181,94.9
2182,96.8
2189,97.1
2190,97.1
2197,99.3
2198,102.1
2205,99
2206,100.5
2213,106.2
2214,107.6
2221,104.4
2222,105.2
2229,104.3
2230,106.3
2237,102
2238,102
2245,98.9
2246,100.2
2253,99.8
2254,99.8
2261,94.5
2262,96.1
2269,101.4
2270,101.4
2277,95.6
2278,97.3
2285,99.3
2286,99
2293,95.7
2294,96.1
2301,101.8
2302,101
2309,101.9
2310,101.6
2317,100.9
2318,101.3
2325,98.9
2326,100.5
2333,100.5
2334,100.5
2341,103.4
2342,104.3
2349,97.2
2350,97.2
2357,98.8
2358,100.6
2365,98.7
2366,100.2
2373,97.8
2374,97.8
2381,
2382,
2383,100
2384,100
2391,100.3
2392,99.7
2399,99.7
2400,100.3
2429,99.9
2428,100.1
2412,100.1
2413,99.9
2420,99.7
2421,100.3
2431,99.9
2432,100.1
2439,100.1
2440,99.9
2447,99.7
2448,100.3
2472,100
2456,100.3
2457,99.7
2464,100.3
2465,99.7
2471,100
2478,99.9
2479,100.1
2486,100.1
2487,99.9
2494,99.8
2495,100.2
2502,99.7
2503,100.3
2510,100.1
2511,99.9
2518,100.2
2519,99.8
2526,100.1
2527,99.9
2534,99.6
2535,100.4
2542,100.2
2543,99.8
2550,99.9
2551,100.1
2558,99.8
2559,100.2
2566,99.6
2567,100.4
2574,99.7
2575,100.3
2582,100.1
2583,99.9
2590,100
2591,100
2598,99.6
2599,100.4
2606,100.1
2607,99.9
2614,99.8
2615,100.2
2622,100
3437,100
2628,101.2
2629,98.8
2636,100.3
2637,99.7
2644,100
2645,100
2652,100.1
2653,99.9
2660,99.9
2661,100.1
2668,100
2669,100
2676,101.5
2677,98.5
2684,100.1
2685,99.9
2692,100.1
2693,99.9
2699,99.4
2700,100.6
2707,99.3
2708,100.7
2715,99.6
2716,100.4
2722,100.3
2723,99.7
2730,99.9
2731,100.1
2741,99.7
2742,100.3
2749,99.3
2750,100.7
2757,100.4
2758,99.6
2765,100.4
2766,99.6
2773,99.5
2774,100.5
2781,100.9
2782,99.1
2789,100
2790,100
2797,99.4
2798,100.6
2805,100.7
2806,99.3
2813,99.8
2814,100.2
2816,99.7
2817,100.3
2824,100.4
2825,99.6
2832,99.9
2833,100.1
2845,100.2
2846,99.8
2853,99.7
2854,100.3
2905,99.9
2904,100.1
2864,100.2
2865,99.8
2872,99.7
2873,100.3
2880,100.4
2881,99.6
2888,100.3
2889,99.7
2896,100.3
2897,99.7
2909,100.3
2910,99.7
2917,100.2
2918,99.8
2925,101.4
2926,98.6
2932,99.3
2933,100.7
2940,100
2941,100
2948,99.3
2949,100.7
2956,100.2
2957,99.8
2964,99.6
2965,100.4
2972,99
2973,101
2980,100.2
2981,99.8
2988,99.8
2989,100.2
2996,99.9
2997,100.1
3004,99.9
3005,100.1
3012,99.7
3013,100.3
3020,99
3021,101
3029,100
3030,100
3037,100.5
3038,99.5
3045,100.2
3046,99.8
3053,100
3054,100
3061,99.8
3062,100.2
3069,99.6
3070,100.4
3077,99.9
3078,100.1
3085,99.2
3086,100.8
3093,100.3
3094,99.7
3101,100.1
3102,99.9
3109,101.1
3110,98.9
3117,100.4
3118,99.6
3125,100.2
3126,99.8
3133,99.9
3134,100.1
3141,100.7
3142,99.3
3149,100.1
3150,99.9
3157,99.4
3158,100.6
3165,99.6
3166,100.4
3173,100
3174,100
3181,99.7
3182,100.3
3189,99.7
3190,100.3
3197,99.8
3198,100.2
3205,100
3206,100
3213,99.3
3214,100.7
3221,100.3
3222,99.7
3229,99.2
3230,100.8
3237,99.5
3238,100.5
3245,99.9
3246,100.1
3253,99.5
3254,100.5
3261,99.6
3262,100.4
3269,99.8
3270,100.2
3277,99.7
3278,100.3
3285,100.4
3286,99.6
3293,100
3294,100
3301,99.8
3302,100.2
3309,99.4
3310,100.6
3317,99.7
3318,100.3
3325,99.8
3326,100.2
3333,100
3334,100
3341,99.8
3342,100.2
3349,99.9
3350,100.1
3357,100.1
3358,99.9
3365,99.9
3366,100.1
3372,100
3373,100
3380,100.6
3381,99.4
3388,100
3389,100
3397,100.2
3398,99.8
3405,99.8
3406,100.2
3413,100.1
3414,99.9
3421,100.2
3422,99.8
3429,99.4
3430,100.6
3462,99.9
3445,100.1
3441,99.3
3442,100.7
3454,99.9
3455,100.1
3463,100
3701,100
3470,99.7
3471,100.3
3478,99.7
3479,100.3
3486,99.8
3487,100.2
3494,99.3
3495,100.7
3502,99.9
3503,100.1
3510,99.9
3511,100.1
3518,100
3519,100
3526,100
3527,100
3534,99.8
3535,100.2
3542,100
3543,100
3550,99.8
3551,100.2
3558,99.5
3559,100.5
3566,99.8
3567,100.2
3574,99.3
3575,100.7
3582,100
3583,100
3590,99.8
3591,100.2
3598,99.5
3599,100.5
3618,99.9
3619,100.1
3610,99.9
3611,100.1
3622,100
3623,100
3630,99.7
3631,100.3
3638,100.9
3639,99.1
3646,100.1
3647,99.9
3654,99.9
3655,100.1
3662,98.8
3663,101.2
3670,99.6
3671,100.4
3678,99.6
3679,100.4
3685,100.5
3686,99.5
3693,99.9
3694,100.1
3703,100
3704,100
3711,100.2
3712,99.8
3719,100.4
3720,99.6
3727,100.3
3728,99.7
3735,100.3
3736,99.7
3743,100.3
3744,99.7
3751,99.6
3752,100.4
3759,99.5
3760,100.5
3767,99.6
3768,100.4
3775,100
3776,100
3783,100.5
3784,99.5
3791,100.8
3792,99.2
3799,99.5
3800,100.5
3807,100.1
3808,99.9
3815,99.4
3816,100.6
3823,100
3824,100
3831,99.9
3832,100.1
3839,99.7
3840,100.3
3846,99.7
3847,100.3
3854,100
3855,100
3862,99.2
3863,100.8
3870,99.9
3871,100.1
3878,100.1
3879,99.9
3886,100.2
3887,99.8
3894,99.9
3895,100.1
3902,100.1
3903,99.9
3910,99.2
3911,100.8
3918,100
3919,100
3926,99.7
3927,100.3
3934,100.2
3935,99.8
3942,100
3943,100
3950,100.1
3951,99.9
3958,100.1
3959,99.9
3966,99.6
3967,100.4
3974,99.7
3975,100.3
3982,100.2
3983,99.8
3990,99.9
3991,100.1
3998,99.5
3999,100.5
4008,100
4007,100
4014,100
4015,100
4022,99.4
4023,100.6
4030,99.9
4031,100.1
4038,100.2
4039,99.8
4046,100.2
4047,99.8
4054,99.9
4055,100.1
4061,99.9
4062,99.8
4063,100.2
4068,100.5
4069,99.5
4076,100.4
4077,99.6
4084,100.1
4091,99.9
4092,100.1
4099,100.4
4100,99.6
4107,99.8
4108,100.2
4114,99.7
4115,100.3
4122,100.9
4123,99.1
4146,99.9
4147,100.1
4131,99.6
4322,100.4
4138,99.9
4139,100.1
4152,100.2
4153,99.8
4160,99.9
4161,100.1
4168,99.4
4169,100.6
4176,100.2
4177,99.8
4184,100.1
4185,99.9
4192,101.6
4193,98.4
4200,99.9
4201,100.1
4207,99.6
4208,100.4
4215,100
4216,100
4225,100.1
4226,99.9
4233,100.2
4234,99.8
4241,100.3
4242,99.7
4250,99.7
4251,100.3
4258,100.1
4259,99.9
4266,99.9
4267,100.1
4274,99.8
4275,100.2
4282,100.1
4283,99.9
4290,99.9
4291,100.1
4298,100.4
4299,99.6
4306,99.8
4307,100.2
4314,100.4
4315,99.6
4323,100
4324,100
4331,100.2
4332,99.8
4339,100.1
4340,99.9
4347,100.1
4348,99.9
4355,99.5
4356,100.5
4363,101
4364,99
4371,99.6
4372,100.4
4379,99.8
4380,100.2
4387,99.9
4388,100.1
4397,100.4
4398,99.6
4405,100.2
4406,99.8
4413,100.5
4414,99.5
4421,100.3
4422,99.7
4429,100
4430,100
4437,99.5
4438,100.5
4445,99.6
4446,100.4
4453,100.3
4454,99.7
4461,99.9
4462,100.1
4469,100.1
4470,99.9
4477,99.8
4478,100.2
4485,100.2
4486,99.8
4493,99.8
4494,100.2
4501,99.8
4502,100.2
4509,99.1
4510,100.9
4517,99.7
4518,100.3
4525,99.5
4526,100.5
4533,99.5
4534,100.5
4541,99.7
4542,100.3
4549,100
4550,100
4557,99.4
4558,100.6
4565,99.7
4566,100.3
4573,99.5
4574,100.5
4581,100
4582,100
4589,99.6
4590,100.4
4597,100.2
4598,99.8
4605,100.4
4606,99.6
4613,99.4
4614,100.6
4621,100.2
4622,99.8
4629,99.5
4630,100.5
4637,99.9
4638,100.1
4645,99.5
4646,100.5
4653,99.8
4654,100.2
4661,99.4
4662,100.6
4669,99.9
4670,100.1
4677,98.8
4678,101.2
4685,99.9
4686,100.1
4693,99.7
4694,100.3
4701,99.8
4702,100.2
4709,100.2
4710,99.8
4717,99.5
4718,100.5
4725,99.6
4726,100.4
4734,100
4735,100
4742,99.9
4743,100.1
4750,100.9
4751,99.1
4758,100
4759,100
4766,99.7
4767,100.3
4774,100
4775,100
4782,99.6
4783,100.4
4790,99.8
4791,100.2
4798,99.2
4799,100.8
4806,100
4807,100
4814,99.9
4815,100.1
4822,99.5
4823,100.5
4830,99.8
4831,100.2
4838,99.4
4839,100.6
4846,100.3
4847,99.7
4855,100.6
4856,99.4
4863,99.8
4864,100.2
4871,99.8
4872,100.2
4879,99.4
4880,100.6
4887,99.7
4888,100.3
4895,100.7
4896,99.3
4903,99.8
4904,100.2
4911,99.6
4912,100.4
4919,99.5
4920,100.5
4927,100.1
4928,99.9
4935,99.9
4936,100.1
4943,100
4944,100
4951,100.2
4952,99.8
4959,99.7
4960,100.3
4967,99.6
4968,100.4
4975,100
4976,100
4983,100.1
4984,99.9
4991,99.6
4992,100.4
4999,98.9
5000,101.1
5007,98.3
5008,101.7
5015,98.6
5016,101.4
5023,99.9
5024,100.1
5031,99.9
5032,100.1
5039,99.7
5040,100.3
5047,99.6
5048,100.4
5055,99.5
5056,100.5
5063,99.4
5064,100.6
5071,99.6
5072,100.4
5079,100.4
5080,99.6
5087,99.2
5088,100.8
5095,100
5096,100
5103,100
5104,100
5111,100
5112,100
5119,100
5120,100
5127,99.8
5128,100.2
5135,99.4
5136,100.6
5143,100
5144,100
5151,99.8
5152,100.2
5159,99.5
5160,100.5
5167,99.7
5168,100.3
5175,99.9
5176,100.1
5183,99.9
5184,100.1
5191,99.9
5192,100.1
5199,99.4
5200,100.6
5207,99.8
5208,100.2
5215,100.1
5216,100
5223,100.1
5224,99.9
5231,100.3
5232,99.7
5238,100.2
5239,99.8
5246,99.5
5247,100.5
5254,100.2
5255,99.8
5262,100
5263,100
5270,99.9
5271,100.1
5278,99.9
5279,100.1
5286,100
5287,100
5294,99.8
5295,100.2
5302,99.5
5303,100.5
5310,99.8
5311,100.2
5318,99.8
5319,100.2
5326,99.7
5327,100.3
5335,100.4
5336,99.6
5343,100.5
5344,99.5
5351,100.3
5352,99.7
5357,99.9
5358,100.1
5365,99.9
5366,100.1
5373,100.2
5374,99.8
5381,99
5382,101
5389,99.9
5390,100.1
5397,101.2
5398,98.8
5405,99.9
5406,100.1
5413,100.3
5414,99.7
5421,100.2
5422,99.8
5429,99.8
5430,100.2
5437,100.4
5438,99.6
5445,100.7
5446,99.3
5453,100
5454,99.7
5455,100.3
5462,99.7
5463,100.3
5470,99.4
5471,100.6
5478,100
5485,99.8
5486,100.2
5493,97.2
5494,102.8
5501,99.2
5502,100.8
5509,98.7
5510,101.3
5517,101.5
5518,98.5
5525,99.8
5526,100.2
5533,99.9
5534,100.1
5541,100.2
5542,99.8
5549,99.5
5550,100.5
5557,100
5558,100
5565,98.5
5566,101.5
5575,99.6
5576,100.4
5583,100.5
5584,99.5
5590,101
5591,99
5598,99.9
5599,100.1
5606,100
5607,100
5614,99.9
5615,100.1
5623,99.8
5624,100.2
5629,99.9
5630,100.1
5637,99.4
5638,100.6
5643,100.1
5644,99.9
5647,99.8
5648,100.2
5651,99.5
5652,100.5
5655,100
5656,100
2385,99.9
2386,100.2
2393,98.7
2394,98.4
2401,101.5
2402,100.9
2407,100.7
2430,100.6
2414,100.7
2415,100.6
2422,101.1
2423,100.4
2433,100.9
2434,100.6
2441,100.2
2442,100.1
2449,100
2450,100.7
2474,100.9
2458,100.4
2459,100.5
2466,99.8
2467,100.5
2473,100.4
2480,100.9
2481,100.4
2488,100.8
2489,101.1
2496,99.3
2497,99.9
2504,100.3
2505,100.3
2512,99.2
2513,98.7
2520,97.8
2521,98.2
2528,99.9
2529,98.8
2536,100.4
2537,99.9
2544,98.9
2545,100
2552,100.7
2553,99.7
2560,100.7
2561,100.5
2568,100.3
2569,99.8
2576,99.7
2577,99.8
2584,100.1
2585,100
2592,99.4
2593,98.6
2600,100.3
2601,99.6
2608,99.8
2609,100.3
2616,100.2
2617,98.5
2623,99.3
2624,97
2630,100.4
2631,100.5
2638,101
2639,99.2
2646,100
2647,99.3
2654,99.8
2655,100
2662,99.5
2663,100.3
2670,98.6
2671,98.2
2678,99.8
2679,99.8
2686,100.8
2687,100.4
2694,100
2695,99.9
2701,99.1
2702,99.9
2709,100.4
2710,101.2
2740,100
2717,99.4
2724,100.5
2725,100.3
2732,99.9
2733,100.2
2743,99
2744,100.3
2751,102.4
2752,103.1
2759,101.2
2760,100.8
2767,100.4
2768,99
2775,100.5
2776,98.9
2783,101.7
2784,98.5
2791,100.2
2792,100.7
2799,100.8
2800,99.5
2807,101.6
2808,100.8
2815,100
2840,99.6
2818,100.1
2819,99.9
2826,101.4
2827,99.6
2834,99.1
2835,96.5
2847,101.1
2848,100.4
2855,101.3
2856,100.3
2907,100.1
2906,100.9
2866,99.8
2867,100.3
2874,101.5
2875,100.8
2882,100.5
2883,100.8
2890,100.3
2891,100.6
2898,100.1
2899,100.2
2911,100
2912,99.7
2919,98
2920,97.8
2927,99.6
2928,97.4
2934,99.5
2935,100.2
2942,100.3
2943,100.8
2950,100.8
2951,98.2
2958,99.5
2959,99.8
2966,99.9
2967,100.5
2974,100.7
2975,100.9
2982,100.1
2983,100.1
2990,100.3
2991,100.3
2998,100.1
2999,100.1
3006,100
3007,100.7
3014,98.9
3015,100.2
3022,95.2
3023,98.2
3031,100.2
3032,99.8
3039,100.8
3040,99.9
3047,101.7
3048,101.8
3055,100.9
3056,101.2
3063,99.7
3064,99.9
3071,99.4
3072,99.4
3079,100.5
3080,100.9
3087,100
3088,102.5
3095,102.1
3096,101.5
3103,99.9
3104,99.4
3111,101.2
3112,99.4
3119,102.9
3120,99.4
3127,100.1
3128,100
3135,100.4
3136,100.8
3143,100.3
3144,100.3
3151,99.5
3152,100.1
3159,98.9
3160,99.6
3167,97.2
3168,98.4
3175,99.7
3176,100.4
3183,98.3
3184,98.5
3191,94.9
3192,94.5
3199,100.3
3200,100
3207,99.9
3208,100.5
3215,96.9
3216,98.1
3223,100.6
3224,100.3
3231,98.7
3232,99
3239,100.1
3240,101
3247,98.7
3248,99.6
3255,99.9
3256,101.9
3263,98
3264,99.3
3271,100.1
3272,99.8
3279,100.1
3280,101
3287,102.1
3288,101.8
3295,100.4
3296,100.7
3303,101.3
3304,101.2
3311,101.2
3312,99.5
3319,100
3320,100.3
3327,99.5
3328,99.5
3335,99.8
3336,99.4
3343,99.3
3344,99.6
3351,99.4
3352,100.3
3359,99.5
3360,98.3
3367,100
3368,100.8
3374,100.9
3375,100.6
3382,100.2
3383,100.3
3390,100.9
3391,100
3399,98.7
3400,99.5
3407,99.6
3408,98.6
3415,99.4
3416,99.4
3423,97.9
3424,98.8
3431,97
3432,97
3446,100.5
3447,101
3443,100.9
3444,100.6
3456,99.7
3457,100
3464,99.3
3465,99.7
3472,101.7
3473,101.4
3480,100.8
3481,100.1
3488,100.5
3489,100.1
3496,99.5
3497,99.5
3504,100.3
3505,100.9
3512,100.1
3513,100.1
3520,99.4
3521,99.4
3528,99.6
3529,99.9
3536,100.6
3537,101
3544,99.7
3545,100
3552,99.3
3553,100.1
3560,100.2
3561,100.2
3568,100.7
3569,100.2
3576,100.3
3577,101
3584,99.6
3585,99.9
3592,100
3593,99.7
3600,98.4
3601,98.8
3620,100.1
3621,100.3
3612,99.9
3613,99.5
3624,99.8
3625,99.7
3632,99.9
3633,99.5
3640,101.5
3641,101.2
3648,101.1
3649,101
3656,100.1
3657,99.7
3664,98.8
3665,100.3
3672,102.2
3673,101.8
3680,100.1
3681,100.4
3687,100.3
3688,100.9
3695,100.9
3696,100
3705,100.6
3706,100.2
3713,100.7
3714,100.7
3721,100.4
3722,100.2
3729,100.3
3730,100.3
3737,101
3738,100.8
3745,99.8
3746,100.1
3753,100.7
3754,101.2
3761,101.7
3762,102.2
3769,101.7
3770,102.5
3777,100.3
3778,100.3
3785,100.2
3786,100
3793,100.5
3794,99.4
3801,100.4
3802,101.2
3809,99.9
3810,100.2
3817,101.3
3818,101.9
3825,100.2
3826,101.1
3833,101.1
3834,101.7
3841,101.8
3842,102.1
3848,100.5
3849,100.5
3856,100.8
3857,102.1
3864,100.1
3865,100.5
3872,101.6
3873,101.1
3880,101.9
3881,101.5
3888,100.6
3893,99.9
3896,100.8
3897,100.5
3904,101
3905,101.3
3912,99.9
3913,100.4
3920,100.1
3921,100.6
3928,101.7
3929,99.5
3936,101.1
3937,100.3
3944,100.4
3945,100.5
3952,100.2
3953,100.8
3960,99.3
3961,99
3968,100
3969,99.8
3976,100.1
3977,100.4
3984,100.5
3985,99.8
3992,100.6
3993,101.2
4000,101.1
4001,101.4
4010,100.2
4009,101.3
4016,100.5
4017,100.2
4024,103.1
4025,103.8
4032,102.6
4033,102.9
4040,101.7
4041,101.4
4048,100.6
4049,100.1
4056,101.9
4057,102.7
4085,99.2
4064,100.7
4065,100.9
4070,102.1
4071,102.5
4078,101.8
4079,99.6
4086,99.6
4093,101.2
4094,102
4101,102.3
4102,101.6
4109,99.9
4110,100.2
4116,101.6
4117,100.6
4124,99.9
4125,98.6
4148,100.2
4149,100
4132,99.1
4133,100
4140,100.2
4141,100.4
4154,99.4
4155,100.1
4162,99.3
4163,100.9
4170,100.3
4171,100
4178,100.2
4179,99.6
4186,99.8
4187,99
4194,99.8
4195,97.4
4202,100.3
4203,101.1
4209,102.2
4210,101.8
4217,101.8
4218,101.3
4227,100.2
4228,100.5
4235,102.8
4236,102.9
4243,102.1
4244,103.4
4252,100.1
4253,100.1
4260,100.5
4261,100.3
4268,100.5
4269,101.4
4276,100
4277,100.5
4284,101.1
4285,101.6
4292,99.8
4293,99.9
4300,100.3
4301,100.9
4308,102
4309,101.3
4316,98.6
4317,98.5
4325,100.6
4326,100.5
4333,101.1
4334,101.1
4341,99.2
4342,99.3
4349,100.1
4350,100.7
4357,100.4
4358,102.6
4365,98.4
4366,99.7
4373,101.4
4374,100.1
4381,101.1
4382,100.6
4389,100.5
4395,101.2
4399,100.2
4400,100
4407,99.8
4408,101.2
4415,97
4416,98.6
4423,100.6
4424,101
4431,100.9
4432,101.1
4439,101.2
4440,101.1
4447,99.4
4448,100.2
4455,100.3
4456,100.1
4463,101.3
4464,100
4471,100.3
4472,99.5
4479,100.5
4480,100
4487,100.3
4488,100.4
4495,100.4
4496,99.7
4503,101.4
4504,102
4511,99.9
4512,101.6
4519,100.6
4520,100.6
4527,100.9
4528,101
4535,101
4536,101.2
4543,101.2
4544,101.6
4551,100.4
4552,102.3
4559,99.9
4560,100.7
4567,100.5
4568,99.9
4575,101.4
4576,100.3
4583,100
4584,100.7
4591,99.5
4592,100.1
4599,99.8
4600,101
4607,99.1
4608,99.5
4615,100.6
4616,100.4
4623,99.8
4624,100.2
4631,99.5
4632,99.1
4639,99.5
4640,99.6
4647,99.4
4648,99.2
4655,97.4
4656,98.6
4663,100.9
4664,101.1
4671,100.3
4672,99.6
4679,99.9
4680,103.9
4687,99.7
4688,100.6
4695,100.7
4696,101.1
4703,100.6
4704,100.7
4711,100.4
4712,100.2
4719,99.1
4720,100.6
4727,100.1
4728,100.3
4736,99.8
4737,100.5
4744,101.2
4745,101.5
4752,101.3
4753,101.3
4760,100.4
4761,100.4
4768,100.6
